generation time,receive time,difference
1687944040,1687944113,73
1687944100,1687944192,92
1687944160,1687944272,112
1687944220,1687944352,132
1687944340,1687944432,92
1687944400,1687944510,110
1687944460,1687944590,130
1687944580,1687944670,90
1687944520,1687944751,231
1687944280,1687944832,552
