generation time,receive time,difference
1688632576,1688632689,113
1688632636,1688632768,132
1688632756,1688632848,92
1688632816,1688632926,110
1688632876,1688633004,128
1688632996,1688633084,88
1688633056,1688633163,107
1688633116,1688633243,127
1688632936,1688633324,388
1688632696,1688633403,707
