generation time,receive time,difference
1688635054,1688635136,82
1688635114,1688635214,100
1688635174,1688635294,120
1688635294,1688635372,78
1688635354,1688635451,97
1688635414,1688635529,115
1688635534,1688635608,74
1688635594,1688635688,94
1688635474,1688635768,294
1688635234,1688635848,614
