generation time,receive time,difference
1688635860,1688635934,74
1688635920,1688636012,92
1688635980,1688636090,110
1688636040,1688636170,130
1688636160,1688636249,89
1688636220,1688636328,108
1688636280,1688636407,127
1688636400,1688636486,86
1688636340,1688636566,226
1688636100,1688636647,547
