generation time,receive time,difference
1688544850,1688544923,73
1688544910,1688545002,92
1688544970,1688545081,111
1688545030,1688545160,130
1688545150,1688545238,88
1688545210,1688545318,108
1688545270,1688545394,124
1688545390,1688545474,84
1688545330,1688545555,225
1688545090,1688545634,544
