generation time,receive time,difference
1688552522,1688552596,74
1688552567,1688552674,107
1688552657,1688552752,95
1688552747,1688552831,84
1688552837,1688552910,73
1688552882,1688552989,107
1688552927,1688553068,141
1688552792,1688553148,356
1688552702,1688553229,527
1688552612,1688553309,697
