generation time,receive time,difference
1688463991,1688464063,72
1688464051,1688464142,91
1688464111,1688464221,110
1688464171,1688464301,130
1688464291,1688464380,89
1688464351,1688464459,108
1688464411,1688464538,127
1688464531,1688464617,86
1688464471,1688464697,226
1688464231,1688464775,544
